iter	MultiClass
0	1.415113284
1	1.196060259
2	1.02863508
3	0.9076306262
4	0.8037871154
5	0.7195865518
6	0.6430348012
7	0.5847459801
8	0.5321509
9	0.4839561417
10	0.4415942116
11	0.4048662297
12	0.3730769779
13	0.3450439168
14	0.3169054438
15	0.2919495462
16	0.269040483
17	0.2502360419
18	0.2339860712
19	0.2187150907
20	0.203688427
21	0.189270877
22	0.1766102976
23	0.1647283489
24	0.1562031157
25	0.1463824336
26	0.1367512294
27	0.1283910982
28	0.1208800245
29	0.1154518383
30	0.1087196924
31	0.1026902953
32	0.09758161109
33	0.0927022589
34	0.08816930597
35	0.0838376878
36	0.07961029847
37	0.07604580318
38	0.07385108615
39	0.07129071415
40	0.06796347763
41	0.06511716856
42	0.06229729792
43	0.06004863102
44	0.05745136771
45	0.05520044297
46	0.05354259913
47	0.05219766552
48	0.05004420514
49	0.0482217443
50	0.04638725309
51	0.04484104242
52	0.04340048153
53	0.0418541853
54	0.04026624317
55	0.03908706938
56	0.03776779968
57	0.03644818555
58	0.03533910541
59	0.03457478023
60	0.0334507902
61	0.03281941611
62	0.03186995141
63	0.03091133136
64	0.03053972195
65	0.0300415172
66	0.02939014189
67	0.02859800047
68	0.02792933894
69	0.0273343434
70	0.02665421991
71	0.02608947917
72	0.02552481805
73	0.02511375615
74	0.02448109801
75	0.02373560663
76	0.02319646414
77	0.022538106
78	0.02214416434
79	0.02163911636
80	0.02115599132
81	0.02058314522
82	0.02027996906
83	0.01985829899
84	0.01965088813
85	0.01938742414
86	0.0189328783
87	0.01848373877
88	0.01801196398
89	0.01759696724
90	0.01740399129
91	0.01705853673
92	0.01670479918
93	0.01642123049
94	0.01613948761
95	0.01581611413
96	0.01562604482
97	0.01541305523
98	0.01517063495
99	0.0150364956
100	0.01485682899
101	0.01449054908
102	0.0143457631
103	0.01420266147
104	0.01398877924
105	0.01383704783
106	0.01355221968
107	0.01341753493
108	0.01319619168
109	0.01307222148
110	0.01286911017
111	0.01265344498
112	0.01255270882
113	0.0123238526
114	0.01218893258
115	0.01218553265
116	0.01207462926
117	0.01191442377
118	0.01182895391
119	0.01168911608
120	0.01159883589
121	0.01146014774
122	0.01133689177
123	0.01118425277
124	0.0111815875
125	0.01108185811
126	0.01100730602
127	0.01092776233
128	0.01081439675
129	0.01071609827
130	0.01062750975
131	0.01052656947
132	0.01047606695
133	0.01040841168
134	0.0102893601
135	0.01015359713
136	0.01015146677
137	0.010137371
138	0.0101242415
139	0.01012245956
140	0.01012064266
141	0.01004001745
142	0.009885475734
143	0.009834954419
144	0.009771726763
145	0.009770175938
146	0.009681347113
147	0.009542319576
148	0.009421078932
149	0.009419421824
150	0.00941792377
151	0.009416532707
152	0.009398419902
153	0.009348666944
154	0.009300764625
155	0.009299467487
156	0.009298242206
157	0.009187286202
158	0.009186092017
159	0.009184988567
160	0.009144611179
161	0.009009260425
162	0.009008135951
163	0.008945729663
164	0.008900487302
165	0.008899542567
166	0.008898659313
167	0.008860895026
168	0.00880912888
169	0.00880815943
170	0.008807262545
171	0.008728087434
172	0.008727289779
173	0.008726539581
174	0.008725830875
175	0.008641274685
176	0.008640602189
177	0.00859878056
178	0.008597978998
179	0.008597309994
180	0.008553889533
181	0.008475270513
182	0.008392265666
183	0.008364988283
184	0.008364127717
185	0.008314292724
186	0.00831332454
187	0.008302013449
188	0.008301188664
189	0.008269495417
190	0.00826870675
191	0.008267990854
192	0.008213878673
193	0.008213214381
194	0.008212594519
195	0.008191594829
196	0.008191011796
197	0.008190468457
198	0.008189951776
199	0.008189449067
200	0.008188975061
201	0.008102453057
202	0.008101892569
203	0.008049594338
204	0.008048863936
205	0.007987325458
206	0.007986745153
207	0.007986205047
208	0.007974385848
209	0.007973886824
210	0.007973415195
211	0.007972966857
212	0.007918710038
213	0.007874395224
214	0.007814708536
215	0.00781379642
216	0.007748743463
217	0.007717640149
218	0.007660978358
219	0.00763823441
220	0.007637624718
221	0.007637069721
222	0.007570208607
223	0.007569706581
224	0.007569241831
225	0.007568808303
226	0.007544881968
227	0.007504535762
228	0.00750407994
229	0.00745161152
230	0.007385738091
231	0.007385187657
232	0.007384686668
233	0.007384226865
234	0.007383801637
235	0.007355735956
236	0.007355334736
237	0.007354958982
238	0.007354593903
239	0.007354257759
240	0.00728951377
241	0.007237154381
242	0.007218400771
243	0.007186042154
244	0.007185582927
245	0.007152910632
246	0.007152450782
247	0.007104226811
248	0.007103826
249	0.007103209429
250	0.007044949115
251	0.007044489862
252	0.007044073649
253	0.007043693248
254	0.006971279422
255	0.006937429886
256	0.006905835623
257	0.00690505657
258	0.006855151052
259	0.006839459885
260	0.006775239687
